0.00	0.00	0.00	0.00000	0.00	0.00	0.00000	10.459	1508.08
0.00	0.00	0.00	0.00000	0.00	0.00	0.00000	2.814	1513.95
0.00	0.00	0.00	0.00000	0.00	0.00	0.00000	9.885	1513.04
0.00	0.00	0.00	0.00000	0.00	0.00	0.00000	6.350	1511.46
0.00	0.00	0.00	0.00000	0.00	0.00	0.00000	9.891	1511.59
0.00	0.00	0.00	0.00000	0.00	0.00	0.00000	10.358	1511.62
0.00	0.00	0.00	0.00000	0.00	0.00	0.00000	8.859	1511.62
0.00	0.00	0.00	0.00000	0.00	0.00	0.00000	10.209	1511.62
0.00	0.00	0.00	0.00000	0.00	0.00	0.00000	8.962	1511.62
0.00	0.00	0.00	0.00000	0.00	0.00	0.00000	8.603	1511.62
0.00	0.00	0.00	0.00000	0.00	0.00	0.00000	9.407	1511.65
0.00	0.00	0.00	0.00000	0.00	0.00	0.00000	8.936	1511.68
0.00	0.00	0.00	0.00000	0.00	0.00	0.00000	10.178	1511.71
0.00	0.00	0.00	0.00000	0.00	0.00	0.00000	8.974	1511.71
0.00	0.00	0.00	0.00000	0.00	0.00	0.00000	8.753	1511.71
0.00	0.00	0.00	0.00000	0.00	0.00	0.00000	8.716	1511.71
0.00	0.00	0.00	0.00000	0.00	0.00	0.00000	8.575	1511.71
0.00	0.00	0.00	0.00000	0.00	0.00	0.00000	8.837	1511.71
0.00	284.28	144.34	-0.90000	0.00	0.00	0.00000	2.858	1511.71
0.00	284.56	144.42	-0.89974	0.00	0.00	0.00000	3.611	1511.71
0.00	284.67	144.51	-0.40118	284.67	144.51	-0.40118	105.090	1513.58
0.00	284.80	144.70	0.18383	284.80	144.70	0.18383	2.425	1513.58
0.00	284.90	144.72	0.18413	284.90	144.72	0.18413	9.161	1523.53
0.00	284.88	145.02	0.75339	284.88	145.02	0.75339	10.565	1523.53
0.00	284.87	145.18	0.90279	284.87	145.18	0.90279	9.693	1523.53
0.00	284.95	145.28	0.90302	284.95	145.28	0.90302	8.462	1523.53
0.00	285.01	145.36	0.90360	285.01	145.36	0.90360	8.981	1523.53
0.00	284.72	145.81	1.52672	284.72	145.81	1.52672	9.282	1523.53
0.00	284.54	145.96	1.73664	284.54	145.96	1.73664	8.881	1523.53
0.00	284.40	146.09	1.87399	284.40	146.09	1.87399	7.675	1523.53
0.00	284.28	146.20	1.93869	284.20	145.46	1.93869	438.390	1523.53
0.00	283.73	146.63	2.20888	284.09	145.60	1.93869	9.950	1523.53
0.00	283.71	146.66	2.20929	283.96	145.72	2.62764	16.018	1523.59
0.00	283.69	146.69	2.21017	283.79	145.72	-2.49989	10.193	1523.59
0.00	283.61	146.78	2.21562	283.64	145.74	3.12715	32.081	1523.59
0.00	283.50	146.87	2.24409	283.51	145.89	2.63752	28.490	1523.59
0.00	283.44	146.94	2.24504	283.41	146.18	1.98867	29.821	1522.12
0.00	283.39	147.00	2.24258	283.48	146.51	1.36123	31.862	1522.12
0.00	283.30	147.10	2.24830	283.56	146.76	1.11673	28.112	1522.12
0.00	283.24	147.17	2.24927	283.59	146.85	1.14908	26.891	1522.12
0.00	283.18	147.28	2.23802	283.61	146.98	1.22233	26.181	1522.18
0.00	283.10	147.39	2.23209	283.75	147.12	1.06757	28.750	1522.18
0.00	283.04	147.48	2.23184	283.70	147.22	1.20470	28.202	1522.18
0.00	282.97	147.56	2.23179	283.84	147.34	1.07663	26.099	1522.18
0.00	282.90	147.66	2.22699	283.70	147.49	1.31903	26.268	1522.18
0.00	282.84	147.74	2.22718	283.74	147.58	1.29638	9.634	1522.18
